product_name,product_price,Rate,Review,Review_l,Clean_Sentiment
"MAHARAJAWHITELINE65LDesertAirCooler(White,Grey,RamboGrey/AC-303)",7999.0,4,value-for-money,15,negative
"MAHARAJAWHITELINE65LDesertAirCooler(White,Grey,RamboGrey/AC-303)",7999.0,4,bestproductandbestbuy,21,positive
"MAHARAJAWHITELINE65LDesertAirCooler(White,Grey,RamboGrey/AC-303)",7999.0,5,classyproduct,13,negative
"MAHARAJAWHITELINE65LDesertAirCooler(White,Grey,RamboGrey/AC-303)",7999.0,3,fair,4,positive
"MAHARAJAWHITELINE65LDesertAirCooler(White,Grey,RamboGrey/AC-303)",7999.0,3,justokay,8,positive
"MAHARAJAWHITELINE65LDesertAirCooler(White,Grey,RamboGrey/AC-303)",7999.0,1,verypoor,8,positive
"MAHARAJAWHITELINE65LDesertAirCooler(White,Grey,RamboGrey/AC-303)",7999.0,5,wonderful,9,neutral
"MAHARAJAWHITELINE65LDesertAirCooler(White,Grey,RamboGrey/AC-303)",7999.0,1,don'twasteyourmoney,19,positive
"MAHARAJAWHITELINE65LDesertAirCooler(White,Grey,RamboGrey/AC-303)",7999.0,2,badquality,10,neutral
"MAHARAJAWHITELINE65LDesertAirCooler(White,Grey,RamboGrey/AC-303)",7999.0,3,utterlydisappointed,19,negative
"MAHARAJAWHITELINE65LDesertAirCooler(White,Grey,RamboGrey/AC-303)",7999.0,5,brilliant,9,negative
"MAHARAJAWHITELINE65LDesertAirCooler(White,Grey,RamboGrey/AC-303)",7999.0,2,expectedabetterproduct,22,neutral
"MAHARAJAWHITELINE65LDesertAirCooler(White,Grey,RamboGrey/AC-303)",7999.0,2,moderate,8,neutral
"MAHARAJAWHITELINE65LDesertAirCooler(White,Grey,RamboGrey/AC-303)",7999.0,2,badquality,10,negative
"MAHARAJAWHITELINE65LDesertAirCooler(White,Grey,RamboGrey/AC-303)",7999.0,3,productisgoodbuthugeinsize,26,positive
"MAHARAJAWHITELINE65LDesertAirCooler(White,Grey,RamboGrey/AC-303)",7999.0,1,notrecommendedatall,19,positive
"MAHARAJAWHITELINE65LDesertAirCooler(White,Grey,RamboGrey/AC-303)",7999.0,3,fair,4,negative
"MAHARAJAWHITELINE65LDesertAirCooler(White,Grey,RamboGrey/AC-303)",7999.0,5,greatproduct,12,neutral
"MAHARAJAWHITELINE65LDesertAirCooler(White,Grey,RamboGrey/AC-303)",7999.0,5,terrific,8,negative
"MAHARAJAWHITELINE65LDesertAirCooler(White,Grey,RamboGrey/AC-303)",7999.0,1,don'twasteyourmoney,19,negative
"MAHARAJAWHITELINE65LDesertAirCooler(White,Grey,RamboGrey/AC-303)",7999.0,4,verygood,8,negative
"MAHARAJAWHITELINE65LDesertAirCooler(White,Grey,RamboGrey/AC-303)",7999.0,3,nice,4,neutral
"MAHARAJAWHITELINE65LDesertAirCooler(White,Grey,RamboGrey/AC-303)",7999.0,3,doesthejob,10,neutral
"MAHARAJAWHITELINE65LDesertAirCooler(White,Grey,RamboGrey/AC-303)",7999.0,3,good,4,negative
"MAHARAJAWHITELINE65LDesertAirCooler(White,Grey,RamboGrey/AC-303)",7999.0,4,reallynice,10,negative
"MAHARAJAWHITELINE65LDesertAirCooler(White,Grey,RamboGrey/AC-303)",7999.0,2,couldbewaybetter,16,neutral
"MAHARAJAWHITELINE65LDesertAirCooler(White,Grey,RamboGrey/AC-303)",7999.0,4,goodqualityproduct,18,negative
"MAHARAJAWHITELINE65LDesertAirCooler(White,Grey,RamboGrey/AC-303)",7999.0,5,simplyawesome,13,negative
"MAHARAJAWHITELINE65LDesertAirCooler(White,Grey,RamboGrey/AC-303)",7999.0,4,goodqualityproduct,18,neutral
"MAHARAJAWHITELINE65LDesertAirCooler(White,Grey,RamboGrey/AC-303)",7999.0,3,doesthejob,10,positive
"MAHARAJAWHITELINE65LDesertAirCooler(White,Grey,RamboGrey/AC-303)",7999.0,5,mustbuy!coolproduct,19,positive
"MAHARAJAWHITELINE65LDesertAirCooler(White,Grey,RamboGrey/AC-303)",7999.0,1,absoluterubbish!,16,neutral
"MAHARAJAWHITELINE65LDesertAirCooler(White,Grey,RamboGrey/AC-303)",7999.0,3,delightful,10,positive
"MAHARAJAWHITELINE65LDesertAirCooler(White,Grey,RamboGrey/AC-303)",7999.0,5,hatedit!,8,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,5,simplyawesome,13,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,5,wortheverypenny,15,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,5,fabulous!,9,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,5,super!,6,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,5,terrificpurchase,16,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,5,classyproduct,13,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,5,perfectproduct!,15,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,5,itsnotacooleritsaccooler,24,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,5,wonderful,9,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,3,okkindofcooler..noteffectiveinhotconditions,43,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,1,don'twasteyourmoney,19,negative
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,4,niceproduct,11,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,3,nice,4,negative
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,5,mind-blowingpurchase,20,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,4,value-for-money,15,negative
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,1,unsatisfactory,14,negative
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,1,utterlydisappointed,19,negative
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,5,brilliant,9,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,5,bestinthemarket!,16,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,4,goodqualityproduct,18,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,5,justwow!,8,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,5,awesome,7,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,5,greatproduct,12,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,5,awesomecooler,13,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,4,coolcoolerforextremesummerheat,30,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,5,highlyrecommended,17,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,5,excellent,9,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,3,decentproduct,13,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,3,good,4,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,5,terrific,8,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,4,delightful,10,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,3,justokay,8,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,4,coolswellbuttheusermanualcanbeimproved,38,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,4,worththemoney,13,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,1,didnotmeetexpectations,22,negative
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,3,justokay,8,negative
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,4,good,4,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,3,fair,4,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,5,greatproduct,12,negative
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,4,prettygood,10,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,5,bestcooler!,11,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,4,wonderful,9,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,4,value-for-money,15,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,5,super!excelleantproduct,23,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,3,nice,4,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,4,verygood,8,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,5,ultimatecooleratthispricerange,30,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,5,a1worthforeverypenny,20,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,4,prettygood,10,neutral
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,5,mustbuy.......,14,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,5,fabcooler,9,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,4,cromptonozone75desertaircooler,30,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,5,excellent,9,negative
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,3,decentproduct,13,negative
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,1,notrecommendedatall,19,negative
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,1,productchanged,14,negative
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,1,itemisgoodbutdelhiverycourierserviceworst.,42,negative
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,1,worthless,9,negative
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,5,mustbuy!,8,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,1,horrible,8,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,5,mind-blowingpurchase,20,negative
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,1,absoluterubbish!,16,negative
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,1,uselessproduct,14,negative
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,4,goodqualityproduct,18,negative
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,1,terribleproduct,15,neutral
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,1,worstdeliveryflipkart,21,negative
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,1,didnotmeetexpectations,22,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,1,hatedit!,8,negative
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,2,slightlydisappointed,20,negative
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,3,above-averageproduct,20,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,1,verypoor,8,negative
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,1,wasteofmoney!,13,negative
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,4,reallynice,10,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,5,goodproduct.recommended,23,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,2,damaged,7,negative
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,2,moderate,8,neutral
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,5,awesome,7,negative
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,4,reallynice,10,negative
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,2,slightlydisappointed,20,neutral
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,2,couldbewaybetter,16,negative
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,4,goodchoice,10,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,5,super!,6,negative
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,3,decentproduct,13,neutral
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,5,highlyrecommended,17,neutral
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,2,expectedabetterproduct,22,negative
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,4,goodqualityproduct,18,neutral
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,2,notgood,7,negative
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,3,fair,4,neutral
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,3,justokay,8,neutral
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,3,good,4,negative
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,1,horrible,8,negative
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,3,doesthejob,10,neutral
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,1,worthless,9,neutral
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,1,terribleproduct,15,negative
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,3,doesthejob,10,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,3,justgood,8,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,3,doesthejob,10,negative
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,1,wasteofmoney!,13,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,2,moderate,8,negative
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,3,fair,4,negative
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,2,moderate,8,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,4,worththemoney,13,neutral
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,2,badquality,10,negative
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,4,niceproduct,11,neutral
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,1,worstexperienceever!,20,positive
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,1,horrible,8,neutral
"Crompton75LDesertAirCooler(White,Teal,ACGC-DAC751)",9999.0,2,slightlydisappointed,20,positive
